eng,te
2.5. Research and operational activities.,2.5. పరిశోధన మరియు కార్యాచరణ కార్యకలాపాలు.
Tufanganj I Addl,తుఫాన్గంజ్ I అడిష్నల్
CANNING II ADDITIONAL,క్యానింగ్ II అడిష్నల్
Jhalda - II,ఝల్దా - II
Gomariguri Icds Project,గోమరిగురి ఐసిడిఎస్ ప్రాజెక్ట్
Best performing states (National Best),ఉత్తమ పనితీరు కనబరిచిన రాష్ట్రాలు (నేషనల్ బెస్ట్)
Siddharth Nagar City,సిద్ధార్థ్ నగర్ సిటీ
Calculator to measure the child growth based on the WHO Child Growth Standards.,WHO చైల్డ్ గ్రోత్ స్టాండర్డ్స్ ఆధారంగా పిల్లల ఎదుగుదలను లెక్కించడం కొరకు కాలిక్యులేటర్
Sonarpur ICDS Project,సోనార్పూర్ ఐసిడిఎస్ ప్రాజెక్ట్
"Td1, 2 or Td Booster***","Td1, 2 లేదా Td బూస్టర్***"
North East Delhi,ఈశాన్య ఢిల్లీ
Sri Muktsar Sahib,శ్రీ ముక్త్సర్ సాహిబ్
North West Jorhat,నార్త్ వెస్ట్ జోర్హాట్
Raninagar - II,రాణినగర్ - II
TAKE HOME RATION (THR) GIVEN TODAY,నేడు ఇవ్వబడ్డ ఇంటి రేషన్ (టీహెచ్ఆర్)
Beneficiaries Registered Today,ఈ రోజు నమోదు చేసుకున్న లబ్ధిదారులు
A beneficiary is eligible for THR for at least 21 days in a month.,లబ్ధిదారుడు నెలలో కనీసం 21 రోజులపాటు THR పొందడానికి అర్హులు.
Bhatpara II (U),భాట్పరా II (యు)
Cooch Behar II Addl,కూచ్ బెహర్ II అడిష్నల్
 III. NOTICE REGARDING FUTURE CHANGES TO TERMS:, III. భవిష్యత్తులో నిబంధనల మార్పులకు సంబంధించిన నోటీస్ః
Planning And Organising Community Based Events At AWC,ఎడబ్ల్యుసి వద్ద కమ్యూనిటీ ఆధారిత ఈవెంట్ లను నిర్వహించడం
 VII. INTELLECTUAL PROPERTY RIGHTS, VII. మేధో సంపత్తి హక్కులు
GOSABA ICDS MAIN,గోసాబా ఐసిడిఎస్ మెయిన్
Growth monitoring charts,వృద్ధి పర్యవేక్షణ పటాలు
Please find the following steps to LoginStep 1- Click on Poshan Tracker Website https://poshantracker.,Please find the following steps to LoginStep 1- Click on Poshan Tracker Website https://poshantracker.
inStep 2- Enter your registered Mobile Number and pre-set 4 digit MPIN.,inStep 2- Enter your registered Mobile Number and pre-set 4 digit MPIN.
Step 3- Click on Login,Step 3- Click on Login
Dankhora - Hasanganj,దంఖోరా - హసన్గంజ్
Frequently Asked Questions,తరచుగా అడిగే ప్రశ్నలు
How AWWS can sign up on the app if they are unable to register via their mobile numbers?,AWWS వారి మొబైల్ నంబర్ల ద్వారా నమోదు చేయలేకపోతే యాప్ లో ఎలా సైన్ అప్ చేయవచ్చు?
Salboni ICDS Project,సల్బోని ఐసిడిఎస్ ప్రాజెక్ట్
Raninagar - I,రాణినగర్ - I
Sandeshkali - I Adl.,సందేశ్ఖలి - I ఎడిఎల్.
Poshan Tracker adds new Reports feature,పోషన్ ట్రాకర్ కొత్త రిపోర్ట్స్ ఫీచర్ని జోడిస్తుంది
Magrahat - II ICDS,మగ్రాహత్ - II ఐసిడిఎస్
Lungsen Icds Project,లంగ్సెన్ ఐసిడిఎస్ ప్రాజెక్ట్
General Awareness about preventing illness in Children,పిల్లల్లో అస్వస్థతను నిరోధించడం గురించి సాధారణ అవగాహన
Demow Icds Project,డెమో ఐసిడి ప్రాజెక్ట్
Ratua - I,రాటువా - I
Purulia - II,పురూలియా - II
Dhar - R,ధర్ - ఆర్
Beneficiaries status change notifications,లబ్ధిదారుల స్థితి మార్పు నోటిఫికేషన్లు
K R Nagar,కె ఆర్ నగర్
2. HOW WE USE PERSONAL INFORMATION,2. మేము వ్యక్తిగత సమాచారాన్ని ఎలా ఉపయోగిస్తాము
Purnia East Rural,పూర్నియా ఈస్ట్ రూరల్
Ranaghat 2 Ex,రాణాఘాట్ 2 ఎక్స్
Careers At Poshan Tracker,పోషన్ ట్రాకర్లో కెరీర్లు
