eng,gu
OPV-1Pentavalent-1Rotavirus Vaccine (RVV)-1Fractional dose of Inactivated Polio Vaccine (fIPV)-1Pneumococcal Conjugate Vaccine (PCV) -1,OPV-1પેન્ટાવેલેન્ટ-1રોટાવાયરસ રસી (RVV)-1નિષ્ક્રિય પોલિયો રસી (fIPV)-1 ની અપૂર્ણાંક માત્રાન્યુમોકોકલ કોન્જુગેટ વેક્સિન (PCV)-1
Height should be between 38 to 150,ઊંચાઈ 38 થી 150 વચ્ચે હોવી જોઈએ
How to contact Poshan Tracker Team?,પોષણ ટ્રેકર ટીમનો સંપર્ક કેવી રીતે કરવો?
Rongli Rural Project,રોંગલી ગ્રામીણ પ્રોજેક્ટ
Take Home Ration (THR) Given Today,આજે દેવામા આવેલ ઘરે લઇ જવા માટેનો સીધુંસામાન (THR)
How many different forms are there in Poshan Tracker App?,પોષણ ટ્રેકર એપ્લિકેશનમાં કેટલા વિવિધ ફોર્મ આપેલા છે?
Ldh Urban 1,લુધિયાણા અર્બન 1
There are 7 different types of forms for beneficiaries.,લાભાર્થીઓ માટે 7 વિવિધ પ્રકારનાં ફોર્મ છે.
This includes:Lactating motherPregnant womenChild 0-6 MonthsChild 6 Months to 3 YearsChild  3 Years to 6 YearsAdolescent Girls (11 Years-19 Years),જેમાં શામેલ છેઃસ્તનપાન કરાવતી માતાસગર્ભા સ્ત્રીઓબાળક 0-6 મહિનાબાળક 6 મહિનાથી 3 વર્ષબાળક 3 વર્ષથી 6 વર્ષકિશોરવયની છોકરીઓ (11 વર્ષ -19 વર્ષ)
Shibpur I C D S Project,શિબપુર આઈસીડીએસ પ્રોજેક્ટ
RAMPURHAT-II ICDS PROJECT,રામપુરહાટ-II આઈસીડીએસ પ્રોજેક્ટ
"In the recent one to three months, no Aanganwadi Worker has visited the beneficiary's home",તાજેતરમાં એકથી ત્રણ મહિનામાં કોઈ આંગણવાડી કાર્યકર્તાએ લાભાર્થીના ઘરની મુલાકાત લીધી નથી
Please enter Weight greater than 0.49 and less than 40.01,કૃપા કરીને 0.89 કરતાં વધુ અને 58.01 કરતાં ઓછું વજન દાખલ કરો
You can register with your mobile number directly through the website https://poshantracker.,You can register with your mobile number directly through the website https://poshantracker.
in or by downloading the Poshan Tracker App.,in or by downloading the Poshan Tracker App.
Seraj At Janjehli,સેરજ જાનજેહલી
Amta - II,અમતા-II
 V. ACCESS PERMISSIONS, V. ઍક્સેસ પરવાનગીઓ
Please select Anganwadi Center,કૃપા કરી આંગણવાડી કેન્દ્ર પસંદ કરો
Children between 0-6 months,0-6 મહિનાની વચ્ચેના બાળકોની
Gautam Buddha Nagar,ગૌતમ બુદ્ધ નગર
Mangan Tribal Project,મંગલ ટ્રાઈબલ પ્રોજેક્ટ
New Amravati Urban,નવા અમરાવતી શહેર
Calculator to measure the child growth based on the WHO Child Growth Standards,WHO ચાઇલ્ડ ગ્રોથ સ્ટાન્ડર્ડ્સના આધારે બાળકની વૃદ્ધિને માપવા માટે કેલ્ક્યુલેટર
MPIN is a 4 digits passcode which is set by an Anganwadi worker while registering over the Poshan Tracker App.,"એમપિન એ 4 અંકનો પાસકોડ છે, જે પોષણ ટ્રેકર એપ પર નોંધણી કરતી વખતે આંગણવાડી કાર્યકર દ્વારા સેટ કરવામાં આવે છે."
 VI. ACCESS RESTRICTIONS, VI. ઍક્સેસ પ્રતિબંધો
The new growth curves are expected to provide a single international standard that represents the best description of physiological growth for all children from birth to five years of age and to establish the breastfed infant as the normative model for growth and development,નવા વૃદ્ધિ વળાંકો એક આંતરરાષ્ટ્રીય ધોરણ પ્રદાન કરે તેવી અપેક્ષા છે જે જન્મથી પાંચ વર્ષ સુધીના તમામ બાળકો માટે શારીરિક વૃદ્ધિનું શ્રેષ્ઠ વર્ણન રજૂ કરે છે અને સ્તનપાન કરાવતા શિશુને વૃદ્ધિ અને વિકાસ માટે આદર્શ મોડેલ તરીકે સ્થાપિત કરે છે
"Specifications of Smart phone and Technical Compatibility Testing (02 February, 2021)","સ્માર્ટ ફોન અને તકનીકી સુસંગતતા પરીક્ષણની વિશિષ્ટતાઓ (02 ફેબ્રુઆરી, 2021)"
Real time recording and Monitoring,રીઅલ ટાઇમ રેકોર્ડિંગ અને મોનીટરીંગ
Dhupguri Adl 1,ધુપગુરી એડીએલ 1
Beneficiary count report,લાભાર્થી ગણતરી અહેવાલ
Kaliachak - III Adl.,કાલિયાચક-III એડીએલ.
Request for child's height and weight measurement,બાળકની ઊંચાઈ અને વજન માપવા માટે વિનંતી
How to Reset MPIN?,એમપિન કેવી રીતે ફરીથી સેટ કરવું?
Children (6 months - 3 years),બાળકો (6 મહિના-3 વર્ષ)
Patna Sadar (4) W (21-26),પટના સદર (4) ડબ્લ્યુ (21-26)
Bhind - U,બિંદ-યુ
Champhai ICDS Project,ચંબફાઈ આઈસીડીએસ પ્રોજેક્ટ
Krishnagar - I,ક્રિષ્નાનગર-I
Thingsulthliah ICDS Project,તિંગસુલ્થલિયહ આઈસીડીએસ પ્રોજેક્ટ
Please select Date of Birth,કૃપા કરીને જન્મ તારીખ પસંદ કરો
"We log usage data when you visit or otherwise use our Services, including our sites, app and platform technology.","જ્યારે તમે અમારી સાઇટ્સ, એપ્લિકેશન અને પ્લેટફોર્મ ટેકનોલોજી સહિત અમારી સેવાઓની મુલાકાત લો છો અથવા અન્યથા ઉપયોગ કરો છો ત્યારે અમે વપરાશ ડેટાને લૉગ કરીએ છીએ."
"We may use various technologies to collect and store information, including cookies, local storage, such as browser web storage or application data caches, databases, and server logs to collect and use your information in certain cases.","અમે માહિતી એકત્રિત કરવા અને સંગ્રહિત કરવા માટે વિવિધ તકનીકોનો ઉપયોગ કરી શકીએ છીએ, જેમાં કૂકીઝ, સ્થાનિક સ્ટોરેજ, જેમ કે બ્રાઉઝર વેબ સ્ટોરેજ અથવા એપ્લિકેશન ડેટા કેશ, ડેટાબેસેસ અને અમુક કિસ્સાઓમાં તમારી માહિતીનો ઉપયોગ કરવા માટે સર્વર લોગનો સમાવેશ થાય છે."
Skill Sets and Requirements,કૌશલ નિર્ધારણ અને જરૂરિયાતો
Cooch Behar II,કૂચ બિહાર II
