eng,kn
Raipur-  Karchulian,ರಾಯ್ಪುರ್- ಕರ್ಚುಲಿಯನ್
" XIII. COMPLIANCE WITH LAW, THIRD PARTY RIGHTS, AND OTHER TERMS OF SERVICE"," XIII. ಕಾನೂನು, ಥರ್ಡ್ ಪಾರ್ಟಿ ಹಕ್ಕುಗಳು ಮತ್ತು ಇತರ ಸೇವಾ ನಿಯಮಗಳ ಅನುಸರಣೆ"
"repeated infection, and inadequate psychosocial stimulation","ಆಗಾಗ್ಗೆ ಬರುವ ಸೋಂಕುಗಳು, ಮತ್ತು ಕಡಿಮೆ ಮಾನಸಿಕ ಸಾಮಾಜಿಕ ಪ್ರಚೋದನೆ"
Oops!,ಅಯ್ಯೋ!
Page Not Found,ಪುಟ ಕಂಡುಬಂದಿಲ್ಲ
Beneficiary migration from one AWC to another AWC,ಒಂದು ಎಡಬ್ಲ್ಯೂಸಿ ಯಿಂದ ಮತ್ತೊಂದು ಎಡಬ್ಲ್ಯೂಸಿ ಗೆ ಫಲಾನುಭವಿಗಳ ವಲಸೆ
Gyalshing Rural Project,ಗಯಾಲ್ಶಿಂಗ್ ಗ್ರಾಮೀಣ ಯೋಜನೆ
ABHA (Health ID),ಎಬಿಹೆಚ್ಎ (ಆರೋಗ್ಯ ID)
Lohian khas,ಲೋಹಿಯಾನ್ ಖಾಸ್
Durg ( R ),ದುರ್ಗ್ (ಆರ್)
Bagnan - II,ಬಗ್ನಾನ್ - II
Lawngtlai ICDS Project,ಲಾಂಗ್ಟ್ಲೈ ಐಸಿಡಿಎಸ್ ಯೋಜನೆ
Date of Birth,ಜನ್ಮ ದಿನಾಂಕ
Nihal Singh Wala,ನಿಹಾಲ್ ಸಿಂಗ್ ವಾಲಾ
CDPO  Yavatmal-(U),ಸಿಡಿಪಿಒ ಯವತ್ಮಲ್-(ಯು)
DUM DUM SOUTH,ದಮ್ ದಮ್ ಸೌತ್
4:15 PM to 5:15 PM,4: 15 PM ಇಂದ 5: 15 PM
Sagar - U,ಸಾಗರ್ - ಯು
About Poshan Tracker,ಪೋಶನ್ ಟ್ರ್ಯಾಕರ್ ಬಗ್ಗೆ
"Training on ICT Platform under POSHAN Abhiyaan (02 February, 2021)","ಪೋಷಣ್ ಅಭ್ಯಾನ್ ನ ಅಡಿಯಲ್ಲಿ ಐ. ಸಿ. ಟಿ ವೇದಿಕೆ ಮೇಲೆ ತರಬೇತಿ(೦೨, ಫ಼ೆಬ್ರವರಿ,೨೦೨೧)"
Panskura- II ADDL ICDS,ಪಂಸ್ಕುರಾ- II ಹೆಚ್ಚುವರಿ ಐಸಿಡಿಎಸ್
Poshan Tracker Team can be contacted by sending emails at support-poshantrackr@gov. in. For handholding and support we are also available over Video Conference each day 4:15 PM to 5:15 PM., support-poshantrackr@gov. in ನಲ್ಲಿ ಇಮೇಲ್ಗಳನ್ನು ಕಳುಹಿಸುವ ಮೂಲಕ ಪೋಶನ್ ಟ್ರ್ಯಾಕರ್ ತಂಡವನ್ನು ಸಂಪರ್ಕಿಸಬಹುದು.ಹ್ಯಾಂಡ್ ಹೋಲ್ಡಿಂಗ್ ಮತ್ತು ಬೆಂಬಲಕ್ಕಾಗಿ ನಾವು ಪ್ರತಿದಿನ ಮಧ್ಯಾಹ್ನ ೩ ರಿಂದ ೫ ರವರೆಗೆ ವಿಡಿಯೋ ಕಾನ್ಫರೆನ್ಸ್ ಮೂಲಕ ಲಭ್ಯವಿದೆ.
Diyung Valley Icds Project,ದಿಯುಂಗ್ ವ್ಯಾಲಿ ಐ. ಸಿ. ಡಿ. ಎಸ್. ಯೋಜನೆ
South West Delhi,ನೈಋತ್ಯ ದೆಹಲಿ
You may browse the Site without registering for an account.,ಖಾತೆಗಾಗಿ ನೋಂದಾಯಿಸದೆಯೇ ನೀವು ಸೈಟ್ ಅನ್ನು ಬ್ರೌಸ್ ಮಾಡಬಹುದು.
"You will be required to register for an account with your mobile number, if you intent to use certain features or services offered by the Site.","ಸೈಟ್ ಒದಗಿಸಿದ ಕೆಲವು ವೈಶಿಷ್ಟ್ಯಗಳು ಅಥವಾ ಸೇವೆಗಳನ್ನು ಬಳಸಲು ನೀವು ಬಯಸಿದರೆ, ನಿಮ್ಮ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಯೊಂದಿಗೆ ಖಾತೆಗಾಗಿ ನೀವು ನೋಂದಾಯಿಸಿಕೊಳ್ಳಬೇಕು."
"By acceptance of these Terms, you expressly agree to authorize us to use your identity information (including Aadhaar details) and also of all the other members registered in your account.","ಈ ನಿಯಮಗಳನ್ನು ಒಪ್ಪಿಕೊಳ್ಳುವ ಮೂಲಕ, ನಿಮ್ಮ ಗುರುತಿನ ಮಾಹಿತಿಯನ್ನು (ಆಧಾರ್ ವಿವರಗಳನ್ನು ಒಳಗೊಂಡಂತೆ) ಮತ್ತು ನಿಮ್ಮ ಖಾತೆಯೊಂದಿಗೆ ನೋಂದಾಯಿಸಲಾದ ಇತರ ಎಲ್ಲ ಸದಸ್ಯರನ್ನು ಪ್ರವೇಶಿಸಲು ನಮಗೆ ಅಧಿಕಾರ ನೀಡಲು ನೀವು ಸ್ಪಷ್ಟವಾಗಿ ಒಪ್ಪುತ್ತೀರಿ."
You are solely responsible for maintaining the confidentiality of your personal information and registration and all activities that might result from you failing from keeping this information secure.,ನಿಮ್ಮ ವೈಯಕ್ತಿಕ ಮಾಹಿತಿಯ ಮತ್ತು ಈ ಈವೆಂಟ್ಗಾಗಿ ರಚಿಸಿರುವ ನೋಂದಣಿ ವಿವರಗಳ ಗೌಪ್ಯತೆಯನ್ನು ಕಾಯ್ದುಕೊಳ್ಳಲು ಮತ್ತು ಈ ಮಾಹಿತಿಯನ್ನು ಸುರಕ್ಷಿತವಾಗಿ ಇರಿಸಿಕೊಳ್ಳಲು ವಿಫಲವಾಗುವುದರಿಂದ ಉದ್ಭವಿಸಬಹುದಾದ ಎಲ್ಲ ಚಟುವಟಿಕೆಗಳಿಗೆ ನೀವೇ ಹೊಣೆಗಾರರಾಗಿರುತ್ತೀರಿ.
Your registration or mobile number shall be kept confidentialYou undertake that:You have obtained consent from the concerned individuals for creating their records through your account.,ನಿಮ್ಮ ನೋಂದಣಿ ಅಥವಾ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಯನ್ನು ಗೌಪ್ಯವಾಗಿ ಇರಿಸಲಾಗುತ್ತದೆನೀವು ಕೆಳಕಂಡ ವ್ಯಾಖ್ಯಾನಗಳಿಗೆ ಭರವಸೆ ನೀಡುತ್ತಿರಿಃನಿಮ್ಮ ಖಾತೆಯ ಮೂಲಕ ಇನ್ನೊಬ್ಬರ ದಾಖಲೆಗಳನ್ನು ರಚಿಸಲು ಸಂಬಂಧಿಸಿದ ವ್ಯಕ್ತಿಗಳಿಂದ ನೀವು ಒಪ್ಪಿಗೆಯನ್ನು ಪಡೆದಿದ್ದೀರಿ.
Your account or mobile number shall not include the name of another person with the intent to impersonate that person.,ನಿಮ್ಮ ಖಾತೆ ಅಥವಾ ಮೊಬೈಲ್ ಸಂಖ್ಯೆ ಇನ್ನೊಬ್ಬ ವ್ಯಕ್ತಿಯ ಎಂದು ನಟಿಸುವ ಉದ್ದೇಶದಿಂದ ಬೇರೆ ಯಾವುದೇ ವ್ಯಕ್ತಿಯ ಹೆಸರನ್ನು ಹೊಂದಿರಬಾರದು.
You shall not use another user's account without their permission.,ನೀವು ಇನ್ನೊಬ್ಬ ಬಳಕೆದಾರರ ಖಾತೆಯನ್ನು ಅವರ ಅನುಮತಿಯಿಲ್ಲದೆ ಬಳಸುವುದಿಲ್ಲ.
"You shall immediately notify us in writing, if you discover any unauthorized use of your account or other account-related security breach.","ನಿಮ್ಮ ಖಾತೆಯ ಯಾವುದೇ ಅನಧಿಕೃತ ಬಳಕೆ ಅಥವಾ ಇತರ ಖಾತೆ-ಸಂಬಂಧಿತ ಭದ್ರತಾ ಉಲ್ಲಂಘನೆಯನ್ನು ನೀವು ಕಂಡುಕೊಂಡರೆ, ನೀವು ತಕ್ಷಣ ನಮಗೆ ಲಿಖಿತವಾಗಿ ತಿಳಿಸುವಿರಿ."
"If we receive a complaint that your account violates someone else's rights, or violates our policies we may cancel or block your account.","ನಿಮ್ಮ ಖಾತೆ ಬೇರೆಯವರ ಹಕ್ಕುಗಳನ್ನು ಉಲ್ಲಂಘಿಸುತ್ತಿದೆ ಅಥವಾ ನಮ್ಮ ನೀತಿಗಳನ್ನು ಉಲ್ಲಂಘಿಸುತ್ತಿದೆ ಎಂಬ ದೂರನ್ನು ನಾವು ಸ್ವೀಕರಿಸಿದರೆ, ನಾವು ನಿಮ್ಮ ಖಾತೆಯನ್ನು ರದ್ದುಗೊಳಿಸಬಹುದು ಅಥವಾ ನಿರ್ಬಂಧಿಸಬಹುದು."
"You shall not attempt to conceal your identity by using multiple Internet Protocol addresses or mobile no, or by any other means, to register participants on the Site",ಬಹು ಇಂಟರ್ನೆಟ್ ಪ್ರೋಟೋಕಾಲ್ ವಿಳಾಸಗಳು ಅಥವಾ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಗಳನ್ನು ಬಳಸುವ ಮೂಲಕ ಅಥವಾ ಸೈಟ್ನಲ್ಲಿ ಭಾಗವಹಿಸುವವರನ್ನು ನೋಂದಾಯಿಸಲು ಯಾವುದೇ ಇತರ ವಿಧಾನಗಳ ಮೂಲಕ ನಿಮ್ಮ ಗುರುತನ್ನು ಮರೆಮಾಡಲು ನೀವು ಪ್ರಯತ್ನಿಸುವುದಿಲ್ಲ
What is  MPIN?,ಎಂಪಿನ್ ಅಂದರೆ ಏನು?
Rongmongwe & Samelangso Icds Project,ರೊಂಗ್ಮೊಂಗ್ವೆ ಮತ್ತು ಸ್ಯಾಮೆಲಾಂಗ್ಸೊ ಐ. ಸಿ. ಡಿ. ಎಸ್. ಯೋಜನೆ
Pakabetbari Icds Project,ಪಕಬೆಟ್ಬರಿ ಐಸಿಡಿಎಸ್ ಯೋಜನೆ
Please Select Reported By,ದಯವಿಟ್ಟು ವರದಿ ಮಾಡಿರುವುದನ್ನು ಆಯ್ಕೆಮಾಡಿ
Kaliachak - III,ಕಾಲಿಯಾಚಾಕ್ - III
Dakshin Bastar Dantewada,ದಕ್ಷಿಣ ಬಸ್ತರ್ ದಂತೇವಾಡ
Cdpo Proj No-1,ಸಿಡಿಪಿಒ ಯೋಜನೆ ಸಂಖ್ಯೆ-1
Berhampur (U) - II,ಬರ್ಹಾಂಪುರ (U) - II
Enter Mobile Number,ಮೊಬೈಲ್ ಸಂಖ್ಯೆ ನಮೂದಿಸಿ
"Project-3, Palanganatham, Madurai","ಯೋಜನೆ-3, ಪಳಂಗನಾಥಂ, ಮಧುರೈ"
Poshan Tracker App is available in 22 different languagesThe various languages available are:EnglishHindiGujaratiPunjabiMarathiBanglaKannadaTamilTeluguMalyalamOdiaAssameseNepaliDogriKonkaniSindhiBodoMaithiliManipuriSanthaliUrduKashmiri,ಪೋಶನ್ ಟ್ರ್ಯಾಕರ್ ಅಪ್ಲಿಕೇಶನ್ ೨೨ ವಿವಿಧ ಭಾಷೆಗಳಲ್ಲಿ ಲಭ್ಯವಿದೆಲಭ್ಯವಿರುವ ವಿವಿಧ ಭಾಷೆಗಳುಃಇಂಗ್ಲಿಷ್ಹಿಂದಿಗುಜರಾತಿಪಂಜಾಬಿಮರಾಠಿಬಾಂಗ್ಲಾಕನ್ನಡತಮಿಳುತೆಲುಗುಮಳ್ಯಾಳಮ್ಒಡಿಯಾಅಸ್ಸಾಮೀಸ್NepaliDogriKonkaniSindhiBodoMaithiliManipuriSanthaliUrduKashmiri
AWC Vaccination Trends,ಎಡಬ್ಲ್ಯೂಸಿ ಲಸಿಕೆಯ ಟ್ರೆಂಡ್ಸ್
Jhalda - I,ಝಲ್ಡಾ - I
Reiek ICDS Project,ರೀಕ್ ಐಸಿಡಿಎಸ್ ಯೋಜನೆ
"The purpose of POSHAN Tracker application is to provide a 360-degree view of the activities of the Anganwadi Centre (AWC), service deliveries of Anganwadi Workers (AWWs) and complete beneficiary management for pregnant women, lactating mothers and children.","ಅಂಗನ್ವಾಡಿ ಕೇಂದ್ರದ (ಎಡಬ್ಲ್ಯೂಸಿ) ಚಟುವಟಿಕೆಗಳು, ಅಂಗನವಾಡಿ ಕಾರ್ಮಿಕರ ಸೇವಾ ವಿತರಣೆಗಳು (ಎಡಬ್ಲ್ಯೂಡಬ್ಲ್ಯೂ) ಮತ್ತು ಗರ್ಭಿಣಿಯರು, ಹಾಲುಣಿಸುವ ತಾಯಂದಿರು ಮತ್ತು ಮಕ್ಕಳ ಸಂಪೂರ್ಣ ಫಲಾನುಭವಿ ನಿರ್ವಹಣೆ ಕುರಿತು ೩೬೦ ಡಿಗ್ರಿ ನೋಟವನ್ನು ನೀಡುವುದು ಪೋಶನ್ ಟ್ರ್ಯಾಕರ್ ಅಪ್ಲಿಕೇಶನ್ನ ಉದ್ದೇಶವಾಗಿದೆ."
"The proposed system should enable real-time monitoring and tracking of all AWCs, AWWs and beneficiaries on the defined indicators.","ಪ್ರಸ್ತಾವಿತ ವ್ಯವಸ್ಥೆಯು ಎಲ್ಲಾ ಎಡಬ್ಲ್ಯೂಸಿಗಳು, ಎಡಬ್ಲ್ಯೂಡಬ್ಲ್ಯೂಗಳು ಮತ್ತು ಫಲಾನುಭವಿಗಳ ನೈಜ-ಸಮಯದ ಮೇಲ್ವಿಚಾರಣೆ ಮತ್ತು ಟ್ರ್ಯಾಕಿಂಗ್ ಅನ್ನು ವ್ಯಾಖ್ಯಾನಿಸಿದ ಸೂಚಕಗಳ ಮೇಲೆ ಸಕ್ರಿಯಗೊಳಿಸಬೇಕು."
Current Month Performance,ಪ್ರಸ್ತುತ ತಿಂಗಳ ಕಾರ್ಯಕ್ಷಮತೆ
Rjn Gramin 02, ಆರ್. ಜೆ. ಎನ್. ಗ್ರಾಮೀಣ 02
How to Login in Poshan Tracker App?,ಪೋಷಣ್ ಟ್ರ್ಯಾಕರ್ ಆಪ್ಪ್ ಅನ್ನು ಪ್ರವೇಶಿಸುವುದು (ಲಾಗಿನ್) ಹೇಗೆ?
Height and weight of child has not been measured,ಮಗುವಿನ ಎತ್ತರ ಮತ್ತು ತೂಕವನ್ನು ಅಳೆಯಲಾಗಿಲ್ಲ
PM’s Program Districts,ಪ್ರಧಾನಿಯವರ ಕಾರ್ಯಕ್ರಮ ಜಿಲ್ಲೆಗಳು
Kaliachak - I,ಕಾಲಿಯಾಚಾಕ್ - I
Jagatballav pur ICDS,ಜಗತ್ಬಲ್ಲಭಪುರ ಐ. ಸಿ. ಡಿ. ಎಸ್
CDPO Civil Washim,ಸಿಡಿಪಿಒ ಸಿವಿಲ್ ವಾಶಿಂ
Terms of Service,ಸೇವೆಗಳ ನಿಯಮಗಳು
2.5. Research and operational activities.,2.5. ಸಂಶೋಧನೆ ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯ ಚಟುವಟಿಕೆಗಳು.
Tufanganj I Addl,ತುಫಾನ್ಗಂಜ್ I ಹೆಚ್ಚುವರಿ
CANNING II ADDITIONAL,ಕ್ಯಾನಿಂಗ್ II ಹೆಚ್ಚುವರಿ
Jhalda - II,ಝಲ್ಡಾ - II
Gomariguri Icds Project,ಗೋಮರಿಗುರಿ ಐಸಿಡಿಎಸ್ ಯೋಜನೆ
Best performing states (National Best),ಅತ್ಯುತ್ತಮ ಪ್ರದರ್ಶನ ನೀಡುವ ರಾಜ್ಯಗಳು (ರಾಷ್ಟ್ರೀಯ ಅತ್ಯುತ್ತಮ)
Siddharth Nagar City,ಸಿದ್ಧಾರ್ಥ್ ನಗರ ನಗರ
Sonarpur ICDS Project,ಸೋನಾರ್ಪುರ ಐಸಿಡಿಎಸ್ ಯೋಜನೆ
"Td1, 2 or Td Booster***","Td1, ಗರ್ಭಿಣಿ  ಮಹಿಳೆಯರ ಪಟ್ಟಿ ***"
North East Delhi,ಈಶಾನ್ಯ ದೆಹಲಿ
Sri Muktsar Sahib,ಶ್ರೀ ಮುಕ್ತಸರ್ ಸಾಹಿಬ್
North West Jorhat,ವಾಯುವ್ಯ ಜೋರ್ಹತ್
Raninagar - II,ರಾಣಿನಗರ - II
TAKE HOME RATION (THR) GIVEN TODAY,ಇವತ್ತು ಕೊಟ್ಟ ಮನೆಗೆ ತೆಗೆದುಕೊಂಡು ಹೋಗುವ ಪಡಿತರ(ಟಿಎಚ್ಆರ್)
Beneficiaries Registered Today,ಇಂದು ನೋಂದಾಯಿತ ಫಲಾನುಭವಿಗಳು
A beneficiary is eligible for THR for at least 21 days in a month.,ಒಬ್ಬ ಫಲಾನುಭವಿಯು ತಿಂಗಳಲ್ಲಿ ಕನಿಷ್ಠ 21 ದಿನಗಳವರೆಗೆ THR ಗೆ ಅರ್ಹನಾಗಿರುತ್ತಾನೆ.
Bhatpara II (U),ಭಟ್ಪರಾ II (U)
Cooch Behar II Addl,ಕೋಚ್ ಬಿಹಾರ್ II ಹೆಚ್ಚುವರಿ
 III. NOTICE REGARDING FUTURE CHANGES TO TERMS:, III. ನಿಯಮಗಳ ಭವಿಷ್ಯದ ಬದಲಾವಣೆಗಳ ಬಗ್ಗೆ ಮಾಹಿತಿಃ
Planning And Organising Community Based Events At AWC, ಏ. ಡಬ್ಲ್ಯೂ. ಸಿ. ನಲ್ಲಿ ಸಮುದಾಯ ಆಧಾರಿತ ಕಾರ್ಯಕ್ರಮಗಳನ್ನು ಯೋಜಿಸುವುದು ಮತ್ತು ಸಂಘಟಿಸುವುದು
 VII. INTELLECTUAL PROPERTY RIGHTS, VII. ಬೌದ್ಧಿಕ ಆಸ್ತಿ ಹಕ್ಕುಗಳು
GOSABA ICDS MAIN,ಗೋಸಾಬ ಐಸಿಡಿಎಸ್ ಮುಖ್ಯ
Growth monitoring charts,ಬೆಳವಣಿಗೆಯ ಮಾನಿಟರಿಂಗ್ ಚಾರ್ಟ್ಗಳು
Please find the following steps to LoginStep 1- Click on Poshan Tracker Website https://poshantracker.,Please find the following steps to LoginStep 1- Click on Poshan Tracker Website https://poshantracker.
inStep 2- Enter your registered Mobile Number and pre-set 4 digit MPIN.,inStep 2- Enter your registered Mobile Number and pre-set 4 digit MPIN.
Step 3- Click on Login,Step 3- Click on Login
Dankhora - Hasanganj,ದಂಖೋರಾ - ಹಸಂಗಂಜ್
Frequently Asked Questions,ಪದೇ ಪದೇ ಕೇಳಲಾಗುವ ಪ್ರಶ್ನೆಗಳು
How AWWS can sign up on the app if they are unable to register via their mobile numbers?,ತಮ್ಮ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಗಳ ಮೂಲಕ ನೋಂದಾಯಿಸಲು ಸಾಧ್ಯವಾಗದಿದ್ದರೆ ಎಡಬ್ಲ್ಯುಡಬ್ಲ್ಯುಗಳು ಅಪ್ಲಿಕೇಶನ್ನಲ್ಲಿ ಹೇಗೆ ಸೈನ್ ಅಪ್ ಮಾಡಬಹುದು?
Salboni ICDS Project,ಸಲ್ಬೋನಿ ಐಸಿಡಿಎಸ್ ಯೋಜನೆ
Raninagar - I,ರಾಣಿನಗರ - I
Sandeshkali - I Adl.,ಸಂದೇಶಖಾಲಿ - I ಹೆಚ್ಚುವರಿ
Poshan Tracker adds new Reports feature,ಪೋಶನ್ ಟ್ರ್ಯಾಕರ್ ಹೊಸ ವರದಿಗಳ ವೈಶಿಷ್ಟ್ಯವನ್ನು ಸೇರಿಸುತ್ತದೆ
Magrahat - II ICDS,ಮಗ್ರಾಹಟ್ - II ಐಸಿಡಿಎಸ್
Lungsen Icds Project,ಲುಂಗ್ಸೆನ್ ಐಸಿಡಿಎಸ್ ಯೋಜನೆ
General Awareness about preventing illness in Children,ಮಕ್ಕಳಲ್ಲಿ ರೋಗ ತಡೆಗಟ್ಟುವಿಕೆಯ ಬಗ್ಗೆ ಸಾಮಾನ್ಯ ಅರಿವು
Demow Icds Project,ಡೆಮೌ ಐಸಿಡಿಎಸ್ ಯೋಜನೆ
Ratua - I,ರಟುವಾ - I
Purulia - II,ಪುರುಲಿಯಾ - II
Dhar - R,ಧರ್ - ಆರ್
Beneficiaries status change notifications,ಫಲಾನುಭವಿಗಳ ಸ್ಥಿತಿ ಬದಲಾವಣೆ ಅಧಿಸೂಚನೆಗಳು
K R Nagar,ಕೆ ಆರ್ ನಗರ
2. HOW WE USE PERSONAL INFORMATION,2. ವೈಯುಕ್ತಿಕ ಮಾಹಿತಿಯನ್ನು ನಾವು ಹೇಗೆ ಬಳಸುತ್ತೇವೆ
Purnia East Rural,ಪೂರ್ಣಿಯಾ ಪೂರ್ವ ಗ್ರಾಮಾಂತರ
Ranaghat 2 Ex,ರಾಣಾಘಾಟ್ 2 ಎಕ್ಸ್
Careers At Poshan Tracker,ಪೋಶನ್ ಟ್ರ್ಯಾಕರ್ನಲ್ಲಿ ವೃತ್ತಿಗಳು
Nichar At Bhabnagar,"ನಿಚಾರ್, ಭಾಬ್ ನಗರ"
Underweight Assessment Parameters,ಕಡಿಮೆ ತೂಕದ ಮೌಲ್ಯಮಾಪನ ನಿಯತಾಂಕಗಳು
Welcome!,Welcome!
The following are the Terms of Service (“Terms”) that govern your use of the Swastha Balak Balika Spardha Platform hosted at https://poshantracker.,"The following are the Terms of Service (""Terms"") that govern your use of the Swastha Balak Balika Spardha Platform hosted at https://poshantracker."
"in, and all associated sites linked to it, its subsidiaries, and affiliates (collectively, the “Site”).","in, and all associated sites linked to it, its subsidiaries, and affiliates (collectively, the ""Site"")."
Please provide your mobile number and a ticket number.,ದಯವಿಟ್ಟು ನಿಮ್ಮ ಮೊಬೈಲ್ ಸಂಖ್ಯೆ ಮತ್ತು ಟಿಕೆಟ್ ಸಂಖ್ಯೆಯನ್ನು ಒದಗಿಸಿ.
Kulti (U) ICDS Project,ಕುಲ್ಟಿ (ಯು) ಐಸಿಡಿಎಸ್ ಯೋಜನೆ
Ludhiana 1 Rural,ಲೂಧಿಯಾನ 1 ಗ್ರಾಮಾಂತರ
Dinhata - II addl,ದಿನ್ಹಾಟಾ - II ಹೆಚ್ಚುವರಿ
Please contact your respective Anganwadi worker.,ದಯವಿಟ್ಟು ನಿಮ್ಮ ಸಂಬಂಧಪಟ್ಟ ಅಂಗನವಾಡಿ ಕಾರ್ಯಕರ್ತೆಯರನ್ನು ಸಂಪರ್ಕಿಸಿ.
SAM Children under 5 years who received Supplementary Nutrition,ಪೂರಕ ಆಹಾರವನ್ನು ಪಡೆದ 5 ವರ್ಷದೊಳಗಿನ SAM ಮಕ್ಕಳು
Feeding During Illness,ಅನಾರೋಗ್ಯದ ಸಮಯದಲ್ಲಿ ಪೋಷಣೆ
Ratlam Rural - 2,ರತ್ಲಾಮ್ ಗ್ರಾಮಾಂತರ - 2
Suti - I,ಸುತಿ - I
Memari - II,ಮೆಮರಿ - II
OPV-1Pentavalent-1Rotavirus Vaccine (RVV)-1Fractional dose of Inactivated Polio Vaccine (fIPV)-1Pneumococcal Conjugate Vaccine (PCV) -1,OPV-1ಪೆಂಟಾವಲೆಂಟ್-1ರೋಟವೈರಸ್ ಲಸಿಕೆ (RVV)-1ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಿದ ಪೋಲಿಯೊ ಲಸಿಕೆ (ಎಫ್ಐಪಿವಿ)-1 ರ ಭಾಗಶಃ ಪ್ರಮಾಣನ್ಯುಮೋಕೊಕಲ್ ಕಾಂಜುಗೇಟ್ ಲಸಿಕೆ (PCV)-1
Height should be between 38 to 150,ಎತ್ತರವು 38 ರಿಂದ 150 ರ ನಡುವೆ ಇರಬೇಕು
How to contact Poshan Tracker Team?,ಪೋಷಣ್ ಟ್ರ್ಯಾಕರ್ ತಂಡವನ್ನು ಹೇಗೆ ಸಂಪರ್ಕಿಸುವುದು?
Rongli Rural Project,ರೋಂಗ್ಲಿ ಗ್ರಾಮೀಣ ಯೋಜನೆ
Take Home Ration (THR) Given Today,ಇವತ್ತು ಕೊಟ್ಟ ಮನೆಗೆ ತೆಗೆದುಕೊಂಡು ಹೋಗುವ ಪಡಿತರ(ಟಿಎಚ್ಆರ್)
How many different forms are there in Poshan Tracker App?,ಪೋಷಣ್ ಟ್ರ್ಯಾಕರ್ ಅಪ್ಲಿಕೇಶನ್ನಲ್ಲಿ ಎಷ್ಟು ವಿಭಿನ್ನ ರೂಪಗಳಿವೆ?
